"","SMILES","SMILESbeta","EndPt","ReadyBiodeg"
"338","COc1ccccc1Nc1ccc(c2c1C(=O)c1ccccc1C2=O)N","COc1ccccc1Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O","NRB",0
"339","N#CCCNCCc1ccc(cc1)/N=N/c1sc2c(n1)c(Br)cc(c2)Br","N#CCCNCCc1ccc(N=Nc2nc3c(Br)cc(Br)cc3s2)cc1","NRB",0
"340","COc1cc(ccc1Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])c1ccc(c(c1)OC)Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]","COc1cc(-c2ccc(Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])c(OC)c2)ccc1Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]","NRB",0
"341","CC(=O)OC(N(c1ccc(c(c1)NC(=O)c1ccccc1)N=Nc1ccc(cc1)[N+](=O)[O-])C(OC(=O)C)C)C","CC(=O)OC(C)N(c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)c(NC(=O)c2ccccc2)c1)C(C)OC(C)=O","NRB",0
"342","CCN(c1ccc(cc1)/N=N/c1ccc(cc1Cl)[N+](=O)[O-])CCOc1ccccc1","CCN(CCOc1ccccc1)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1","NRB",0
"343","Brc1ccc(c(c1)Br)Oc1cc(Br)c(cc1Br)Br","Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1","NRB",0
"344","N#CCCN(c1ccc(cc1)/N=N/c1sc2c(n1)cc(c(c2)Cl)Cl)CCOC(=O)C","CC(=O)OCCN(CCC#N)c1ccc(N=Nc2nc3cc(Cl)c(Cl)cc3s2)cc1","NRB",0
"345","OCCN(S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CC","CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","NRB",0
"346","CCOC(=O)CCc1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C","CCOC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1","NRB",0
"347","Brc1cccc(c1)Oc1ccc(c(c1Br)Br)Br","Brc1cccc(Oc2ccc(Br)c(Br)c2Br)c1","NRB",0
"348","COc1ccc(cc1)C(c1ccc(cc1)OC)(c1ccccc1)Cl","COc1ccc(C(Cl)(c2ccccc2)c2ccc(OC)cc2)cc1","NRB",0
"349","N#CCCN(c1ccc(cc1)/N=N/c1sc2c(n1)cc(c(c2)Cl)Cl)C","CN(CCC#N)c1ccc(N=Nc2nc3cc(Cl)c(Cl)cc3s2)cc1","NRB",0
"350","CN1C(C)(C)CC(CC1(C)C)OC(=O)CCCCCCCCC(=O)OC1CC(C)(C)N(C(C1)(C)C)C","CN1C(C)(C)CC(OC(=O)CCCCCCCCC(=O)OC2CC(C)(C)N(C)C(C)(C)C2)CC1(C)C","NRB",0
"351","Oc1ccc(cc1C(C)(C)C)c1ccc(cc1)C(C)(C)C","CC(C)(C)c1ccc(-c2ccc(O)c(C(C)(C)C)c2)cc1","NRB",0
"352","C=CCN(c1cc(NC(=O)C)c(cc1OC)/N=N/c1c(Br)cc(cc1[N+](=O)[O-])[N+](=O)[O-])Cc1ccccc1","C=CCN(Cc1ccccc1)c1cc(NC(C)=O)c(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC","NRB",0
"353","Nc1c(ccc2c1C(=O)c1ccccc1C2=O)c1nnc(o1)c1ccc2c(c1N)C(=O)c1c(C2=O)cccc1","Nc1c(-c2nnc(-c3ccc4c(c3N)C(=O)c3ccccc3C4=O)o2)ccc2c1C(=O)c1ccccc1C2=O","NRB",0
"354","Nc1c(ccc2c1C(=O)c1ccccc1C2=O)c1nnc(o1)c1ccc(cc1)c1nnc(o1)c1ccc2c(c1N)C(=O)c1c(C2=O)cccc1","Nc1c(-c2nnc(-c3ccc(-c4nnc(-c5ccc6c(c5N)C(=O)c5ccccc5C6=O)o4)cc3)o2)ccc2c1C(=O)c1ccccc1C2=O","NRB",0
"355","CCN(c1ccc(c(c1)NC(=O)C)/N=N/c1c(Br)cc(cc1[N+](=O)[O-])[N+](=O)[O-])CC","CCN(CC)c1ccc(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])c(NC(C)=O)c1","NRB",0
"356","CCC1(COP(Oc2ccc(cc2)C(c2ccc(cc2)OP(OCC2(CC)COC2)OCC2(CC)COC2)(C)C)OCC2(CC)COC2)COC1","CCC1(COP(OCC2(CC)COC2)Oc2ccc(C(C)(C)c3ccc(OP(OCC4(CC)COC4)OCC4(CC)COC4)cc3)cc2)COC1","NRB",0
"357","N#CC(=Cc1ccc(cc1C)N(CCOc1ccc(cc1)C1CCCCC1)CC)C#N","CCN(CCOc1ccc(C2CCCCC2)cc1)c1ccc(C=C(C#N)C#N)c(C)c1","NRB",0
"358","CCN(c1ccc(c(c1)C)C=C(C#N)C#N)CCOc1ccccc1C1CCCCC1","CCN(CCOc1ccccc1C1CCCCC1)c1ccc(C=C(C#N)C#N)c(C)c1","NRB",0
"359","COc1ccc(cc1)Oc1cc(O)c2c(c1N)C(=O)c1c(C2=O)cccc1","COc1ccc(Oc2cc(O)c3c(c2N)C(=O)c2ccccc2C3=O)cc1","NRB",0
"360","N#Cc1cc(cc(c1/N=N/c1ccc(cc1NC(=O)C)N(CC)CC)I)[N+](=O)[O-]","CCN(CC)c1ccc(N=Nc2c(I)cc([N+](=O)[O-])cc2C#N)c(NC(C)=O)c1","NRB",0
"361","N#CCCN(c1ccc(cc1)/N=N/c1c(Br)cc(cc1Br)[N+](=O)[O-])CC","CCN(CCC#N)c1ccc(N=Nc2c(Br)cc([N+](=O)[O-])cc2Br)cc1","NRB",0
"362","CC(=O)OCCN(c1ccc(cc1)N=Nc1c(Br)cc(cc1Br)[N+](=O)[O-])CCOC(=O)C","CC(=O)OCCN(CCOC(C)=O)c1ccc(N=Nc2c(Br)cc([N+](=O)[O-])cc2Br)cc1","NRB",0
"363","CCCN(c1ccc(c(c1)NC(=O)C)/N=N/c1c(C#N)cc(cc1C#N)[N+](=O)[O-])CCC","CCCN(CCC)c1ccc(N=Nc2c(C#N)cc([N+](=O)[O-])cc2C#N)c(NC(C)=O)c1","NRB",0
"364","Nc1c(N)ccc2c1c1ccc3c4c1c(C2=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)c1c3cccc1","Nc1ccc2c(=O)c3ccc4c5ccc6c(=O)c7ccccc7c7ccc(c8ccc(c2c1N)c3c48)c5c67","NRB",0
"365","Clc1ccc(c(c1)Cl)NC(=O)C(C(=O)C(C)(C)C)Oc1ccc(cc1)C(=O)O","CC(C)(C)C(=O)C(Oc1ccc(C(=O)O)cc1)C(=O)Nc1ccc(Cl)cc1Cl","NRB",0
"366","COc1ccc(cc1N=Nc1c(O)c(cc2c1cccc2)C(=O)Nc1cc(Cl)c(cc1OC)OC)C(=O)Nc1ccc(cc1)C(=O)N","COc1cc(OC)c(NC(=O)c2cc3ccccc3c(N=Nc3cc(C(=O)Nc4ccc(C(N)=O)cc4)ccc3OC)c2O)cc1Cl","NRB",0
"367","CCCCN(c1ccc(c(c1)C)C=C(C#N)C#N)CCOC(=O)Nc1ccc(c(c1)Cl)Cl","CCCCN(CCOC(=O)Nc1ccc(Cl)c(Cl)c1)c1ccc(C=C(C#N)C#N)c(C)c1","NRB",0
"368","COC(=O)CCN(c1ccc(cc1)N=Nc1c(Cl)cc(cc1Br)[N+](=O)[O-])CCC(=O)OC","COC(=O)CCN(CCC(=O)OC)c1ccc(N=Nc2c(Cl)cc([N+](=O)[O-])cc2Br)cc1","NRB",0
"369","OCCNc1nc(NCCCOCCOc2ccccc2)c(c(c1C#N)C)/N=N/c1ccc(cc1C#N)[N+](=O)[O-]","Cc1c(C#N)c(NCCO)nc(NCCCOCCOc2ccccc2)c1N=Nc1ccc([N+](=O)[O-])cc1C#N","NRB",0
"370","OCCN1c2cc(C)c(cc2C(CC1(C)C)C)/N=N/c1c(Cl)cc(cc1[N+](=O)[O-])[N+](=O)[O-]","Cc1cc2c(cc1N=Nc1c(Cl)cc([N+](=O)[O-])cc1[N+](=O)[O-])C(C)CC(C)(C)N2CCO","NRB",0
"371","CCCN(c1ccc(c(c1)NC(=O)C)/N=N/c1nnc(s1)SCC)CCC","CCCN(CCC)c1ccc(N=Nc2nnc(SCC)s2)c(NC(C)=O)c1","NRB",0
"372","N#Cc1c(NCCCOCCOc2ccccc2)nc(c(c1C)/N=N/c1ccc(cc1Cl)S(=O)(=O)C)NCCCOCCOc1ccccc1","Cc1c(C#N)c(NCCCOCCOc2ccccc2)nc(NCCCOCCOc2ccccc2)c1N=Nc1ccc(S(C)(=O)=O)cc1Cl","NRB",0
"373","N#CC(=Cc1cc2C(C)CC(N(c2cc1C)CCC(=O)Nc1ccccc1)(C)C)C#N","Cc1cc2c(cc1C=C(C#N)C#N)C(C)CC(C)(C)N2CCC(=O)Nc1ccccc1","NRB",0
"374","N#CC(=Cc1ccc2c(c1)C(C)CC(N2CCOC(=O)Nc1ccccc1)(C)C)C#N","CC1CC(C)(C)N(CCOC(=O)Nc2ccccc2)c2ccc(C=C(C#N)C#N)cc21","NRB",0
"375","OCCNc1nc(NCCCOCCOc2ccccc2)c(c(c1/N=N/c1ccc(cc1C#N)[N+](=O)[O-])C)C#N","Cc1c(C#N)c(NCCCOCCOc2ccccc2)nc(NCCO)c1N=Nc1ccc([N+](=O)[O-])cc1C#N","NRB",0
"376","CC(Nc1nc(nc(n1)c1ccccc1)Nc1cc(Br)c(c2c1C(=O)c1ccccc1C2=O)N)C","CC(C)Nc1nc(Nc2cc(Br)c(N)c3c2C(=O)c2ccccc2C3=O)nc(-c2ccccc2)n1","NRB",0
"377","CC(Nc1nc(nc(n1)c1ccccc1)Nc1cc(C(=O)C)c(c2c1C(=O)c1ccccc1C2=O)N)C","CC(=O)c1cc(Nc2nc(NC(C)C)nc(-c3ccccc3)n2)c2c(c1N)C(=O)c1ccccc1C2=O","NRB",0
"378","Clc1ccc(c(c1)O)Oc1ccc(cc1Cl)Cl","Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl","NRB",0
"379","COc1ccc(cc1)C(c1ccc(cc1)OC)(c1ccccc1)OC[C@H]1O[C@H](C[C@@H]1O)n1cnc2c1ncnc2NC(=O)c1ccccc1","COc1ccc(C(OCC2OC(n3cnc4c(NC(=O)c5ccccc5)ncnc43)CC2O)(c2ccccc2)c2ccc(OC)cc2)cc1","NRB",0
"380","O=C1NC2(OC31CC(C)(C)NC(C3)(C)C)CCCCCCCCCCC2","CC1(C)CC2(CC(C)(C)N1)OC1(CCCCCCCCCCC1)NC2=O","NRB",0
"381","COc1ccc(cc1)C(c1ccc(cc1)OC)(c1ccccc1)OC[C@H]1O[C@H](C[C@@H]1O)n1ccc(nc1=O)NC(=O)c1ccccc1","COc1ccc(C(OCC2OC(n3ccc(NC(=O)c4ccccc4)nc3=O)CC2O)(c2ccccc2)c2ccc(OC)cc2)cc1","NRB",0
"382","CCOCCOC(=O)Nc1cc(ccc1/N=N/c1ccc(cc1Cl)[N+](=O)[O-])N(CC)CC","CCOCCOC(=O)Nc1cc(N(CC)CC)ccc1N=Nc1ccc([N+](=O)[O-])cc1Cl","NRB",0
"383","CNS(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F","CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","NRB",0
"384","CNS(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F","CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","NRB",0
"385","CNS(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F","CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","NRB",0
"386","N#CCCN(c1ccc(c(c1)C)/N=N/c1ccc(cc1Cl)[N+](=O)[O-])CCOC(=O)C","CC(=O)OCCN(CCC#N)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)c(C)c1","NRB",0
"387","OCCN(S(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)CC","CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","NRB",0
"388","OCCN(S(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CC","CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","NRB",0
"389","OCCN(S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C","CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","NRB",0
"390","OCCN(S(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C","CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","NRB",0
"391","C=CCN(c1cc(NC(=O)C)c(cc1OC)/N=N/c1c(Br)cc(cc1[N+](=O)[O-])[N+](=O)[O-])CCC#N","C=CCN(CCC#N)c1cc(NC(C)=O)c(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC","NRB",0
"392","CCNS(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F","CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","NRB",0
"393","CCOC(=O)c1ccc2c(c1)C(OC2=O)(c1ccc(cc1OCC)N(CC)CC)c1c2ccccc2n(c1C)CC","CCOC(=O)c1ccc2c(c1)C(c1ccc(N(CC)CC)cc1OCC)(c1c(C)n(CC)c3ccccc13)OC2=O","NRB",0
"394","CCOC(=O)c1ccc2c(c1)C(=O)OC2(c1ccc(cc1OCC)N(CC)CC)c1c2ccccc2n(c1C)CC","CCOC(=O)c1ccc2c(c1)C(=O)OC2(c1ccc(N(CC)CC)cc1OCC)c1c(C)n(CC)c2ccccc12","NRB",0
"395","CC(=O)OCCN(S(=O)(=O)c1ccc2c(c1)ccc(c2N=Nc1ccc(cc1)N=Nc1ccccc1)O)C","CC(=O)OCCN(C)S(=O)(=O)c1ccc2c(N=Nc3ccc(N=Nc4ccccc4)cc3)c(O)ccc2c1","NRB",0
"396","O=C(C(=O)NCCOC(=O)CCc1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)NCCOC(=O)CCc1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C","CC(C)(C)c1cc(CCC(=O)OCCNC(=O)C(=O)NCCOC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O","NRB",0
"397","COCCCNc1ccc(c2c1cccc2)/N=N/c1c(Br)cc(cc1[N+](=O)[O-])[N+](=O)[O-]","COCCCNc1ccc(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])c2ccccc12","NRB",0
"398","CC(=O)CCN(CC1(C)CCCC2(C1CCc1c2ccc(c1)C(C)C)C)CCC(=O)c1ccccc1","CC(=O)CCN(CCC(=O)c1ccccc1)CC1(C)CCCC2(C)c3ccc(C(C)C)cc3CCC12","NRB",0
"399","CCCCN(c1ccc(c(c1)C)/N=N/c1c(Br)cc(cc1C#N)[N+](=O)[O-])CCOC(=O)C","CCCCN(CCOC(C)=O)c1ccc(N=Nc2c(Br)cc([N+](=O)[O-])cc2C#N)c(C)c1","NRB",0
"400","CCCCN(c1ccc(c(c1)C)/N=N/c1c(C#N)cc(cc1C#N)[N+](=O)[O-])CCOC(=O)C","CCCCN(CCOC(C)=O)c1ccc(N=Nc2c(C#N)cc([N+](=O)[O-])cc2C#N)c(C)c1","NRB",0
"401","Clc1cc(cc(c1/N=N/c1ccc(cc1)Nc1ccc(cc1)[N+](=O)[O-])Cl)[N+](=O)[O-]","O=[N+]([O-])c1ccc(Nc2ccc(N=Nc3c(Cl)cc([N+](=O)[O-])cc3Cl)cc2)cc1","NRB",0
"402","CCCN(c1ccc(c(c1)NS(=O)(=O)C)/N=N/c1c(C#N)cc(cc1C#N)C)CCC","CCCN(CCC)c1ccc(N=Nc2c(C#N)cc(C)cc2C#N)c(NS(C)(=O)=O)c1","NRB",0
"403","COC(=O)OCCN(c1ccc(c(c1)C)/N=N/c1c(Cl)cc(cc1Cl)[N+](=O)[O-])CCOC(=O)OC","COC(=O)OCCN(CCOC(=O)OC)c1ccc(N=Nc2c(Cl)cc([N+](=O)[O-])cc2Cl)c(C)c1","NRB",0
"404","CCCc1cc(Cl)cc(c1)c1ccncc1","CCCc1cc(Cl)cc(-c2ccncc2)c1","NRB",0
"405","CCCc1cc(ccc1Cl)c1ccncc1","CCCc1cc(-c2ccncc2)ccc1Cl","NRB",0
"406","COCCNc1nc(NCCOC)c(c(c1/N=N/c1cccc2c1C(=O)c1ccccc1C2=O)C)C#N","COCCNc1nc(NCCOC)c(N=Nc2cccc3c2C(=O)c2ccccc2C3=O)c(C)c1C#N","NRB",0
"407","COCCNc1nc(NCCOC)c(c(c1/N=N/c1cc(OC)c(cc1OC)/N=N/c1c(Cl)cc(cc1Cl)[N+](=O)[O-])C)C#N","COCCNc1nc(NCCOC)c(N=Nc2cc(OC)c(N=Nc3c(Cl)cc([N+](=O)[O-])cc3Cl)cc2OC)c(C)c1C#N","NRB",0
"408","Clc1cc(Cl)c2c(c1)c(=O)n1c(n2)c(c([nH]1)C)N=Nc1cccc2c1C(=O)c1ccccc1C2=O","Cc1[nH]n2c(=O)c3cc(Cl)cc(Cl)c3nc2c1N=Nc1cccc2c1C(=O)c1ccccc1C2=O","NRB",0
"409","OC(COc1ccccc1)CNc1cc(NC(=O)C)c(cc1Cl)/N=N/c1ccc(cc1Cl)[N+](=O)[O-]","CC(=O)Nc1cc(NCC(O)COc2ccccc2)c(Cl)cc1N=Nc1ccc([N+](=O)[O-])cc1Cl","NRB",0
"410","CCCN(c1ccc(c(c1)NC(=O)C)/N=N/c1c(Br)cc(cc1C#N)[N+](=O)[O-])CCC","CCCN(CCC)c1ccc(N=Nc2c(Br)cc([N+](=O)[O-])cc2C#N)c(NC(C)=O)c1","NRB",0
"411","N#Cc1cc(C)cc(c1/N=N/c1ccc(cc1C)N(CC)CC)Br","CCN(CC)c1ccc(N=Nc2c(Br)cc(C)cc2C#N)c(C)c1","NRB",0
"412","N#Cc1cc(C)cc(c1/N=N/c1ccc(cc1NS(=O)(=O)C)N(CC)CC)Br","CCN(CC)c1ccc(N=Nc2c(Br)cc(C)cc2C#N)c(NS(C)(=O)=O)c1","NRB",0
"413","CCCN(c1ccc(c(c1)NS(=O)(=O)C)/N=N/c1c(Br)cc(cc1C#N)C)CCC","CCCN(CCC)c1ccc(N=Nc2c(Br)cc(C)cc2C#N)c(NS(C)(=O)=O)c1","NRB",0
"414","O=C(c1cc2ccccc2c(c1O)N=Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])Nc1ccccc1","O=C(Nc1ccccc1)c1cc2ccccc2c(N=Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1O","NRB",0
"415","COCCCNc1nc(NCCCOC)c(c(c1/N=N/c1ccc(cc1Cl)/N=N/c1ccccc1)C)C#N","COCCCNc1nc(NCCCOC)c(N=Nc2ccc(N=Nc3ccccc3)cc2Cl)c(C)c1C#N","NRB",0
"416","Brc1cc(Cl)c2c(c1)C(=O)/C(=C\1/Nc3c(C1=O)cc(cc3Br)Br)/N2","O=C1C(=C2Nc3c(Br)cc(Br)cc3C2=O)Nc2c(Cl)cc(Br)cc21","NRB",0
"417","O=C=NCCCCCCN(C(=O)NCCCCCCN=C=O)C(=O)NCCCCCCNC(=O)SCCC[Si](OC)(OC)OC","CO[Si](CCCSC(=O)NCCCCCCNC(=O)N(CCCCCCN=C=O)C(=O)NCCCCCCN=C=O)(OC)OC","NRB",0
"418","CCCCn1c(O)c(N=Nc2ccc(cc2[N+](=O)[O-])C(=O)c2ccc(cc2)Cl)c(c(c1=O)C#N)C","CCCCn1c(O)c(N=Nc2ccc(C(=O)c3ccc(Cl)cc3)cc2[N+](=O)[O-])c(C)c(C#N)c1=O","NRB",0
"419","COc1cc(N=Nc2ccccc2OC)c(cc1N=Nc1ccc(cc1)O)C","COc1cc(N=Nc2ccccc2OC)c(C)cc1N=Nc1ccc(O)cc1","NRB",0
"420","CCOc1ccccc1NC(=O)c1cc2ccccc2c(c1O)N=Nc1ccccc1[N+](=O)[O-]","CCOc1ccccc1NC(=O)c1cc2ccccc2c(N=Nc2ccccc2[N+](=O)[O-])c1O","NRB",0
"421","Clc1cccc(c1)CCCc1ccccn1","Clc1cccc(CCCc2ccccn2)c1","NRB",0
"422","C[Si](O[Si](C)(C)C)(O[Si](C)(C)C)C","C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C","NRB",0
"423","Cc1ccc(c(c1)C)/N=N/C1C(=NN(C1=O)c1ccccc1)C","CC1=NN(c2ccccc2)C(=O)C1N=Nc1ccc(C)cc1C","NRB",0
"424","CCCC[Sn](CCCC)(CCCC)F","CCCC[Sn](F)(CCCC)CCCC","NRB",0
"425","CCCC[Sn](OC(=O)c1ccccc1O)(CCCC)CCCC","CCCC[Sn](CCCC)(CCCC)OC(=O)c1ccccc1O","NRB",0
"426","CCCC[Sn](CCCC)CCCC","CCCC[Sn](CCCC)CCCC","NRB",0
"427","c1ccc(cc1)[Bi](c1ccccc1)c1ccccc1","c1ccc([Bi](c2ccccc2)c2ccccc2)cc1","NRB",0
"428","CCCC[Sn](OC(=O)C=CC(=O)O)(CCCC)CCCC","CCCC[Sn](CCCC)(CCCC)OC(=O)C=CC(=O)O","NRB",0
"429","CCCC[Sn](CCCC)(CCCC)Cl","CCCC[Sn](Cl)(CCCC)CCCC","NRB",0
"430","F[Sn](c1ccccc1)(c1ccccc1)c1ccccc1","F[Sn](c1ccccc1)(c1ccccc1)c1ccccc1","NRB",0
"432","CCCCCCCCC(C(=O)O[Sn](CCCC)(CCCC)CCCC)CC(=O)O[Sn](CCCC)(CCCC)CCCC","CCCCCCCCC(CC(=O)O[Sn](CCCC)(CCCC)CCCC)C(=O)O[Sn](CCCC)(CCCC)CCCC","NRB",0
"433","CCCC(CCC(CC(C(CCC(CCC(C(CC(Cl)C)Cl)Cl)Cl)Cl)Cl)Cl)Cl","CCCC(Cl)CCC(Cl)CC(Cl)C(Cl)CCC(Cl)CCC(Cl)C(Cl)CC(C)Cl","NRB",0
"434","C[Si](O[Si](C)(C)C)(C)C","C[Si](C)(C)O[Si](C)(C)C","NRB",0
"435","CCC(CCC(C(CC(C(C(CCl)Cl)Cl)Cl)Cl)Cl)Cl","CCC(Cl)CCC(Cl)C(Cl)CC(Cl)C(Cl)C(Cl)CCl","NRB",0
"436","OCCC(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F","OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","NRB",0
"437","OP=O","O=PO","NRB",0
"438","CCOCCCCCCCCC(C(C(C)C)C)C(CCN)C","CCOCCCCCCCCC(C(C)CCN)C(C)C(C)C","NRB",0
"439","c1ccc2c(c1)ccc3ccccc23","c1ccc2c(c1)ccc1ccccc12","RB",1
"440","Oc1cccc(c1)[N+](=O)[O-]","O=[N+]([O-])c1cccc(O)c1","RB",1
"441","NNC(=S)N","NNC(N)=S","NRB",0
"442","CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C","CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C","NRB",0
"443","CCCCCCSCCCCCC","CCCCCCSCCCCCC","NRB",0
"444","CCCCCCCCCCCCCCCCCC(=O)CCCCCCCCCCCCCCCCC","CCCCCCCCCCCCCCCCCC(=O)CCCCCCCCCCCCCCCCC","NRB",0
"445","CCCCCCCCC=O","CCCCCCCCC=O","NRB",0
"446","CCCC(C)CC(=C)C","C=C(C)CC(C)CCC","NRB",0
"447","CCCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCCCCCCCC","CCCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCCCCCCCC","RB",1
"449","CCCCC(CC)COC(=O)C=C","C=CC(=O)OCC(CC)CCCC","RB",1
"451","CCCCCCCCCc1ccc(O)cc1","CCCCCCCCCc1ccc(O)cc1","NRB",0
"452","CCCCCCCCCCCCCCCCCCCN","CCCCCCCCCCCCCCCCCCCN","RB",1
"453","CCCCCCCCCCCCc1ccc(O)cc1","CCCCCCCCCCCCc1ccc(O)cc1","NRB",0
"454","CCCCCCC=CCCCCCCCc1cccc(O)c1","CCCCCCC=CCCCCCCCc1cccc(O)c1","RB",1
"457","OC(=O)c1cccc2ccccc12","O=C(O)c1cccc2ccccc12","NRB",0
"459","Clc1c(Cl)c(Cl)c2ccccc2c1Cl","Clc1c(Cl)c(Cl)c2ccccc2c1Cl","NRB",0
"460","CN(C)C(=S)S","CN(C)C(=S)S","NRB",0
"461","O=C1NCCN1","O=C1NCCN1","NRB",0
"462","O=C1CC(=O)NC(=O)N1","O=C1CC(=O)NC(=O)N1","RB",1
"465","CC(C)C(NC(=O)N)NC(=O)N","CC(C)C(NC(N)=O)NC(N)=O","RB",1
"466","NC(=O)N=NC(=O)N","NC(=O)N=NC(N)=O","NRB",0
"467","SC#N","N#CS","NRB",0
"469","Oc1ccc(c2ccccc12)S(=O)(=O)O","O=S(=O)(O)c1ccc(O)c2ccccc12","NRB",0
"470","Oc1ccc(O)c(c1)S(=O)(=O)O","O=S(=O)(O)c1cc(O)ccc1O","RB",1
"471","Oc1cc2ccc(cc2cc1S(=O)(=O)O)S(=O)(=O)O","O=S(=O)(O)c1ccc2cc(O)c(S(=O)(=O)O)cc2c1","NRB",0
"472","OS(=O)(=O)c1ccc(C=O)c(c1)S(=O)(=O)O","O=Cc1ccc(S(=O)(=O)O)cc1S(=O)(=O)O","NRB",0
"474","OS(=O)(=O)c1ccc2cc(Cc3ccc4cc(ccc4c3)S(=O)(=O)O)ccc2c1","O=S(=O)(O)c1ccc2cc(Cc3ccc4cc(S(=O)(=O)O)ccc4c3)ccc2c1","NRB",0
"475","OS(=O)(=O)c1ccc(C=C)cc1","C=Cc1ccc(S(=O)(=O)O)cc1","NRB",0
"478","Cc1ccccc1S(=O)(=O)O","Cc1ccccc1S(=O)(=O)O","NRB",0
"479","Nc1cc(cc2cc(cc(O)c12)S(=O)(=O)O)S(=O)(=O)O","Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c12","NRB",0
"480","COC(=O)c1cc(cc(c1)S(=O)(=O)O)C(=O)OC","COC(=O)c1cc(C(=O)OC)cc(S(=O)(=O)O)c1","NRB",0
"481","Nc1c(cc(c2cccc(O)c12)S(=O)(=O)O)S(=O)(=O)O","Nc1c(S(=O)(=O)O)cc(S(=O)(=O)O)c2cccc(O)c12","NRB",0
